"name","area"
"Тополя с/о ","((57.1146917707063,65.4067612906758),(57.1142014683936,65.4065252562825),(57.1132675412033,65.4027057906453),(57.1143882509952,65.4016758223836),(57.1204567118686,65.40642333234),(57.1208929489031,65.4052485247914),(57.1233468685087,65.4063643237417),(57.1220805380058,65.4133917113607),(57.1224890364711,65.4141212722128),(57.122586783648,65.4189680239027),(57.1221476487794,65.4243297597234),(57.1206624296545,65.4236377497975),(57.1207733125211,65.4214812537496),(57.1196411244458,65.4221464415853),(57.1197111577063,65.4189707061116),(57.1177793581822,65.4194803258244),(57.1160809252092,65.4211057444874),(57.1152988026386,65.4181767722432),(57.1141547726031,65.4123188277547),(57.1146917707063,65.4067612906758))"
"Тополя-1 с/о ","((57.1171898765718,65.3741670867269),(57.1139913368519,65.3679443618124),(57.1120055705499,65.3722235670119),(57.1153221498442,65.3797889968222),(57.1171898765718,65.3741670867269))"
"Тополя-2 с/о ","((57.1164179083684,65.3659009355726),(57.1220206385767,65.3612660783948),(57.1223007527524,65.3693341631116),(57.1186357574765,65.3709649461927),(57.1163245223151,65.3657292741956),(57.1164179083684,65.3659009355726))"
"Щучья д.","((57.2184215682135,66.6909720537324),(57.2175062870254,66.6889831957479),(57.2182280368931,66.6874167856833),(57.2147122829411,66.6827175554892),(57.2119646384898,66.6792199549338),(57.2104277308332,66.680164092507),(57.2119646384743,66.6865584787986),(57.2169940688409,66.6912577089926),(57.2176110580532,66.6935858664176),(57.2177914963268,66.6936985191961),(57.2188711972156,66.692960911717),(57.2184215682135,66.6909720537324))"
"Торфяник-1 с/о","((57.212431298754,65.6066488469238),(57.2121576907802,65.6074105942839),(57.2113310330929,65.6091057503814),(57.2106877408233,65.6105380499953),(57.2105232774174,65.6108357751959),(57.210386102724,65.6110014016026),(57.2101790662216,65.6110811973208),(57.2102165439168,65.6112468237275),(57.2129144737916,65.6139873707885),(57.214742331548,65.6076251710051),(57.2137905761915,65.6066434825056),(57.2127340115829,65.6054901326294),(57.212431298754,65.6066488469238))"
"Трассовик с/о ","((57.2409435267505,65.6504105260661),(57.246329589032,65.6545089414408),(57.246762882582,65.6521807840158),(57.2483811452167,65.6517891814997),(57.2463005087397,65.6418918302348),(57.2454222732003,65.6425355603984),(57.2444858532014,65.6387697389414),(57.243642473142,65.6383083989908),(57.2409435267505,65.6504105260661))"
"Три сосны мкр.","((57.2403671566151,65.4491091049026),(57.2453578033408,65.4498601234268),(57.2456195318189,65.4546880996536),(57.2456486126544,65.4553103721451),(57.2448750547872,65.4555517709564),(57.2429527220134,65.4547283327888),(57.2421471154169,65.4554069316696),(57.2414723699564,65.4570055282425),(57.2402159143073,65.4573917663406),(57.2388779744657,65.4535937583755),(57.2389042086562,65.449773351423),(57.2403671566151,65.4491091049026))"
"Троицкий п.","((57.0583749738674,63.786604796805),(57.0553584184264,63.7866906274935),(57.0541423730024,63.789480124869),(57.0511020845064,63.7851027597567),(57.0509149816668,63.7838152994296),(57.0530198340445,63.7660912622592),(57.0531367667756,63.7617568124911),(57.0525988731515,63.7617568124911),(57.0512675061707,63.7542602040326),(57.0498876066512,63.7540885426556),(57.0489052739323,63.7537023045575),(57.0475018962235,63.7496253468549),(57.0470340918229,63.7406989552533),(57.047384945678,63.7340899922406),(57.0480533028684,63.7334996124911),(57.0485210943807,63.727191056888),(57.0462054685628,63.7249594589877),(57.0464861582,63.7204533478426),(57.0481702513011,63.7193804642367),(57.0497139359623,63.7151747605013),(57.0520761165598,63.712943162601),(57.0527075650272,63.7142306229281),(57.0562855693862,63.7130719086336),(57.0556541820052,63.7089091202426),(57.0594891096133,63.7068920990634),(57.0599099920819,63.7107544800448),(57.0608920325451,63.7111407181429),(57.0618703270043,63.7010624400632),(57.0644030578015,63.7006576594624),(57.0644038785188,63.6987907721898),(57.0673261860721,63.6987478568456),(57.0678171110766,63.7016661002538),(57.0712433041169,63.696974407791),(57.0720380475821,63.698776852249),(57.072108171185,63.7022529951323),(57.0733937469932,63.7020813337553),(57.0737209773315,63.7047850004423),(57.0724354129061,63.7056862226713),(57.072645781054,63.7071882597197),(57.0728664386829,63.7154861989739),(57.0773918750396,63.715443108197),(57.0772516477512,63.7187905050476),(57.0700058471406,63.7191338278014),(57.0695850795946,63.7222666479309),(57.0689772957942,63.7223095632751),(57.066429170319,63.7206358648498),(57.0660317404201,63.7237686849792),(57.0668499737901,63.7236399389465),(57.0683227482171,63.727158997174),(57.069024048749,63.735976872062),(57.0720862385043,63.7415129514687),(57.0723901060932,63.7449032636636),(57.0739327799286,63.7467486234658),(57.074283378638,63.7484223218911),(57.0751107850566,63.7490842119594),(57.0748770581863,63.7536761537929),(57.0723596196231,63.75542934335),(57.0717285067008,63.7571030417753),(57.0712610086991,63.7573605338407),(57.0719155042457,63.7660294333768),(57.0703727462047,63.7717800895048),(57.0696948473074,63.7725096503568),(57.0699052310543,63.7750845710111),(57.0712843837396,63.7773590842558),(57.0704194973945,63.7795906821562),(57.0683857659755,63.7774449149442),(57.0683390122133,63.7825089255644),(57.066857936134,63.7840350262492),(57.0674816035605,63.7870577001944),(57.0673413386657,63.788774313964),(57.0664296038765,63.7892892980948),(57.0654243317618,63.7898042822257),(57.0658217681908,63.7979152822867),(57.0614441963667,63.8036066460402),(57.0581239089268,63.8037783074171),(57.0583749738674,63.786604796805))"
"Труд и отдых с/о ","((57.1396335780755,65.4825021131055),(57.141313428695,65.486557613136),(57.1402985280916,65.4880381925122),(57.1394819211272,65.4893363816754),(57.1378019870598,65.4853130681531),(57.1396335780755,65.4825021131055))"
"Трудовик с/о","((57.1794327555507,65.6494846374551),(57.1819905655074,65.6477036506692),(57.1827036223569,65.6516172937853),(57.1778770074463,65.6547846824685),(57.17809842879,65.6529178649942),(57.178430558312,65.6515553028146),(57.1788209523478,65.6504931480447),(57.1794327555507,65.6494846374551))"
"Труфаново","((57.1686111438799,65.4205770306894),(57.1695116147643,65.4158563428233),(57.1693163689064,65.41526625684),(57.1694125349196,65.4137749486278),(57.1696281789798,65.4133350663494),(57.1699021034051,65.4114360623669),(57.170814471923,65.4113517404209),(57.170771034986,65.4102159925412),(57.170614224496,65.4091890417646),(57.171419578616,65.4091736190628),(57.1714556388325,65.4098555707048),(57.1722143522428,65.4103658609699),(57.1722398488218,65.4124164097618),(57.1717047812038,65.4138922952722),(57.1727898421495,65.4145098738979),(57.1731365886955,65.4156310372661),(57.1727854713715,65.4171786718677),(57.1728772575527,65.418855052502),(57.1717204435943,65.4226584248851),(57.1726528909436,65.423366528065),(57.1713707697458,65.4278297238657),(57.1704732583871,65.4277224355053),(57.1699778693504,65.423001747639),(57.1689899854449,65.4219288640331),(57.1691604628873,65.4231197648357),(57.1683517808955,65.4257483296703),(57.1673376248194,65.4232377820322),(57.1686111438799,65.4205770306894))"
"Тугарский ","((56.8394422486193,65.9760200734782),(56.837748664165,65.979410385673),(56.8359373845549,65.9862231965707),(56.8361608588696,65.990058755462),(56.8345318180018,65.9908607359575),(56.8323527910841,65.9898884351896),(56.8307022625402,65.9873279314088),(56.8296163293287,65.9835657979893),(56.8300795274735,65.9741532560037),(56.8342436409224,65.9693789239572),(56.8389718162174,65.9661495443034),(56.8419354413099,65.965720390861),(56.8429232639942,65.9682094808268),(56.8432054942322,65.9705269094156),(56.8426410316122,65.9726726766276),(56.8394422486193,65.9760200734782))"
"Тугулым","((57.050791284061,64.6355425978293),(57.0506041796492,64.6384608412375),(57.0449438238386,64.6425807142844),(57.045458437429,64.6480738783469),(57.0466279871502,64.6479880476584),(57.0472829188442,64.6550261641135),(57.048873418973,64.6563994551291),(57.0492476443595,64.6618067885031),(57.0515396922435,64.6612918043723),(57.05303646318,64.6733939314475),(57.0623899093,64.6709906721701),(57.0616417206715,64.6620642805686),(57.0687021480699,64.6599185133567),(57.0652422395535,64.6238696241965),(57.0692631838014,64.5971762800803),(57.069309936387,64.5882498884787),(57.0665981882349,64.5895373488059),(57.06360568353,64.6150290632834),(57.0545799447695,64.61296912676),(57.0529896900051,64.6206080580344),(57.0541590016332,64.6220671797385),(57.053504191676,64.6273028517356),(57.0473296992358,64.6249854231467),(57.0463005169551,64.629362788259),(57.0477507200984,64.6302210951438),(57.0474700400557,64.6348559523215),(57.050791284061,64.6355425978293))"
"Тумашово","((56.623158169987,66.7441381871831),(56.6238585752749,66.744339170012),(56.6270376614274,66.7446665769152),(56.627321436754,66.7492002930229),(56.6242349543609,66.7621746786815),(56.6197542296952,66.7717885460291),(56.6176247795289,66.7717456306849),(56.6162760653786,66.7696856941615),(56.6177667466253,66.7600726570521),(56.6159038629274,66.7598587970667),(56.6158328759294,66.7585284213953),(56.6225523842893,66.7431647281579),(56.623158169987,66.7441381871831))"
"Тура с/о ","((57.2395077477296,65.4607984353221),(57.2398160546526,65.459704094044),(57.2417879942616,65.4576441575207),(57.2429629639788,65.4548117448009),(57.2448940206339,65.4556485940136),(57.245673394236,65.4554232884563),(57.2457664526583,65.454634719006),(57.2465167276645,65.4537683654941),(57.2470198104419,65.4530240524925),(57.2472597174313,65.4524158615984),(57.2488256172688,65.451399974934),(57.2503609193794,65.4529127408183),(57.2450801411973,65.4682817984737),(57.2447660621773,65.469593398682),(57.2446148380033,65.4707762528576),(57.2438121760966,65.4700896073497),(57.2425965170448,65.4667851258434),(57.2407605763718,65.4652867922039),(57.2403079353048,65.4651491690396),(57.2398320203506,65.4648184268262),(57.2394263077549,65.4643174935497),(57.2395077477296,65.4607984353221))"
"Тураева","((57.1493238949012,65.8219204938232),(57.150721949931,65.8258338367759),(57.151278824648,65.825678268653),(57.1522059586475,65.8250238096534),(57.1522130651117,65.818849196863),(57.1526399980201,65.8117304464994),(57.1533072643865,65.8099813109456),(57.1534056587326,65.8006894683657),(57.1531593079512,65.799572328311),(57.1540193419835,65.7987971699058),(57.1539202204447,65.7929982340156),(57.1521942967255,65.7930143272697),(57.1522059586551,65.7906271612465),(57.1479491133788,65.7904554998696),(57.1478816850367,65.7981993725717),(57.1482351355415,65.7979520226091),(57.1485652565345,65.7977261303186),(57.1488953745702,65.7977148147494),(57.1491438495493,65.7977464145243),(57.1499420196144,65.7984069084942),(57.1506169883031,65.799899557811),(57.151162202364,65.8022840416252),(57.151412939813,65.8046926653206),(57.1510047617019,65.807106653434),(57.1495644399417,65.811441103202),(57.1492437128602,65.813050428611),(57.1486722285969,65.8140374815284),(57.1493238949012,65.8219204938232))"
"Туринская Слобода","((57.6215893089453,64.3672837020787),(57.617444400188,64.3646229507359),(57.6140556943174,64.3659611913739),(57.6141708478607,64.3721410009443),(57.6138023552328,64.3763467046796),(57.6117986109204,64.3766900274335),(57.6116834498313,64.3754454824506),(57.6100941893943,64.3765183660565),(57.6075604415424,64.3645879003583),(57.603370190485,64.3700921564036),(57.5972553939835,64.3694913415843),(57.5959420085226,64.3718087701731),(57.59697889574,64.3781602411204),(57.591876046853,64.3881942113227),(57.5938117628684,64.3912412007636),(57.5970377264116,64.3912841161078),(57.6041568721371,64.3881083806342),(57.6054008510609,64.3881083806342),(57.6080499230379,64.3902970631903),(57.6092937682336,64.3917561848944),(57.6091555653219,64.3931723912543),(57.6088330898098,64.3936873753852),(57.6102842069974,64.3964768727607),(57.6080038538768,64.3983651479071),(57.6068521057986,64.4003821690863),(57.6074970892356,64.4019700368232),(57.6079347500251,64.4020129521674),(57.6066217517789,64.4037295659369),(57.6071976340686,64.4051028569526),(57.6050553056462,64.4076348622626),(57.6053547785295,64.4079781850165),(57.6065065742316,64.4083644231146),(57.6074510193711,64.4063044865912),(57.6089943279248,64.4043732961005),(57.6107218340998,64.4034720738715),(57.6126795747943,64.4039870580024),(57.6151004351323,64.4036375984117),(57.6151925553296,64.4020068153306),(57.6156992122768,64.399560640709),(57.6161137444981,64.3992602332993),(57.6164822135985,64.3978011115952),(57.6170809678871,64.3962132438584),(57.6176106268866,64.3953120216294),(57.6195910223039,64.3931662544175),(57.6210417083247,64.3930375083848),(57.6222160306111,64.393252085106),(57.622929815734,64.3941103919907),(57.6237587098223,64.3942391380235),(57.6245415368063,64.394882868187),(57.6246796809868,64.3958699211045),(57.6247717768141,64.396856974022),(57.6258999316771,64.4014060005113),(57.626927397909,64.4023393474301),(57.629183538047,64.3976186595638),(57.6318538894789,64.3923829875668),(57.6331889912799,64.3895505748471),(57.6352900637023,64.3867602402005),(57.6367631367371,64.3843569809231),(57.6380059954476,64.3816962295803),(57.6398932177509,64.3726840072903),(57.6388219810994,64.3697851884643),(57.6341726548459,64.3633478868285),(57.6303054332381,64.3669956910887),(57.6278651878449,64.3645924318114),(57.6215893089453,64.3672837020787))"
"Туринский ","((57.2465317415822,65.2986994576369),(57.2472878168309,65.2988282036695),(57.2473779632118,65.3007969450865),(57.2481194816089,65.300877411357),(57.248576016852,65.3015479636107),(57.2492673516153,65.30224399685),(57.2483939123048,65.3052353304539),(57.2481871807464,65.3071311493132),(57.2482828680735,65.3092844602379),(57.2487274973316,65.3179823611591),(57.2463675748457,65.318254353917),(57.2457110142486,65.310472469284),(57.2459385024012,65.3075829338942),(57.2456476953916,65.302325804225),(57.2458919734332,65.3014460396681),(57.2465317415822,65.2986994576369))"
"Турнаева д.","((57.8332790358025,66.7352369296877),(57.8332790358025,66.7372968662112),(57.8327754277272,66.7372539508669),(57.8327296448246,66.740687178406),(57.8300054570237,66.740687178406),(57.830097029719,66.7389276492923),(57.8297765242636,66.7379835117191),(57.8297765242636,66.735451506409),(57.8298680975428,66.7348077762454),(57.8298909908261,66.7337348926394),(57.8308067101884,66.7291858661502),(57.8319742185013,66.7279413211673),(57.8338284183724,66.728627966675),(57.8332790358025,66.7352369296877))"
"Турушево д.","((56.4457258723042,65.1167346046794),(56.4454465820716,65.1163269089091),(56.4453099073769,65.1156402634013),(56.4449830745838,65.115243296467),(56.4457436992704,65.1135481403696),(56.4460348718621,65.1139558361399),(56.4470569293491,65.1117027805674),(56.4476689621885,65.1126147316325),(56.4472351923628,65.1135481403696),(56.4476867882253,65.1144279049265),(56.4479720039112,65.1143849895823),(56.448114610941,65.115050177418),(56.4477283823254,65.1161981628764),(56.4480708627308,65.1165387728229),(56.4477024597122,65.1175687410846),(56.4473756475739,65.1172576048389),(56.447036948394,65.1181910135761),(56.4473043427409,65.1183197596088),(56.4467576678368,65.1226112940326),(56.4462406962604,65.1223538019672),(56.4460327171903,65.1226971247211),(56.446020832645,65.1221177675739),(56.445486023924,65.121956835033),(56.4456286403219,65.1204118826404),(56.4461159089597,65.1205728151813),(56.4464070786878,65.1183304884448),(56.4460030058094,65.1180408098712),(56.4458425639111,65.1188454725757),(56.445325579834,65.1182017424121),(56.4457258723042,65.1167346046794))"
